cohort_id,as_of_date,isin,nse_symbol,issuer_name,sector,selection_reason,source_url,source_hash
liquid-2026-03-31,2026-03-31,INE347G01014,PETRONET,Petronet LNG Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1286751597 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE530B01024,IIFL,IIFL Finance Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1271043568 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE176B01034,HAVELLS,Havells India Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1266586910 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE226A01021,VOLTAS,Voltas Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1264713241 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE602A01031,PCBL,PCBL Chemical Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1249021212 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE419U01012,HAPPSTMNDS,Happiest Minds Technologies Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1244912586 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE376G01013,BIOCON,Biocon Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1237174341 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE741K01010,CREDITACC,CREDITACCESS GRAMEEN LIMITED,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1225985983 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE614G01033,RPOWER,Reliance Power Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1222050297 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE079A01024,AMBUJACEM,Ambuja Cements Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1213221249 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE003A01024,SIEMENS,Siemens Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1211912445 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE0V6F01027,HYUNDAI,Hyundai Motor India Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1211878764 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE881D01027,OFSS,Oracle Financial Services Software Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1200287761 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE415I01015,KIRIINDUS,Kiri Industries Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1198348604 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE619A01035,PATANJALI,Patanjali Foods Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1194464865 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE1NPP01017,ENRIN,,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1189631838 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE02RE01045,FIRSTCRY,Brainbees Solutions Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1178615006 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE797F01020,JUBLFOOD,Jubilant Foodworks Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1163555200 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE811K01011,PRESTIGE,Prestige Estates Projects Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1156145893 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE372A01015,APARINDS,Apar Industries Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1154772094 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE371A01025,GRAPHITE,Graphite India Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1150858608 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE0J1Y01017,LICI,,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1150796376 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE883A01011,MRF,MRF Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1148732357 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE0ONG01011,NTPCGREEN,NTPC Green Energy Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1148176305 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE466L01038,360ONE,360 ONE WAM LIMITED,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1129211569 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE066P01011,INOXWIND,Inox Wind Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1120157393 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE818H01020,LTFOODS,LT Foods Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1117609005 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
liquid-2026-03-31,2026-03-31,INE074A01025,PRAJIND,Praj Industries Limited,,traded EQ every one of 60 sessions to 2026-03-31; rank by mean daily traded value (1117199196 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm31MAR2026bhav.csv.zip,
