cohort_id,as_of_date,isin,nse_symbol,issuer_name,sector,selection_reason,source_url,source_hash
liquid-2023-09-30,2023-09-30,INE002A01018,RELIANCE,Reliance Industries Limited,,traded EQ every one of 60 sessions to 2023-09-30; rank by mean daily traded value (20746072659 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2023/SEP/cm30SEP2023bhav.csv.zip,
liquid-2023-09-30,2023-09-30,INE423A01024,ADANIENT,Adani Enterprises Limited,,traded EQ every one of 60 sessions to 2023-09-30; rank by mean daily traded value (10489224566 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2023/SEP/cm30SEP2023bhav.csv.zip,
liquid-2023-09-30,2023-09-30,INE009A01021,INFY,Infosys Limited,,traded EQ every one of 60 sessions to 2023-09-30; rank by mean daily traded value (9432846422 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2023/SEP/cm30SEP2023bhav.csv.zip,
liquid-2023-09-30,2023-09-30,INE053F01010,IRFC,,,traded EQ every one of 60 sessions to 2023-09-30; rank by mean daily traded value (7440892739 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2023/SEP/cm30SEP2023bhav.csv.zip,
liquid-2023-09-30,2023-09-30,INE758T01015,ZOMATO,ETERNAL LIMITED,,traded EQ every one of 60 sessions to 2023-09-30; rank by mean daily traded value (7338644515 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2023/SEP/cm30SEP2023bhav.csv.zip,
liquid-2023-09-30,2023-09-30,INE155A01022,TATAMOTORS,Tata Motors Passenger Vehicles Limited,,traded EQ every one of 60 sessions to 2023-09-30; rank by mean daily traded value (7166838031 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2023/SEP/cm30SEP2023bhav.csv.zip,
liquid-2023-09-30,2023-09-30,INE467B01029,TCS,Tata Consultancy Services Limited,,traded EQ every one of 60 sessions to 2023-09-30; rank by mean daily traded value (6734939297 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2023/SEP/cm30SEP2023bhav.csv.zip,
liquid-2023-09-30,2023-09-30,INE296A01024,BAJFINANCE,Bajaj Finance Limited,,traded EQ every one of 60 sessions to 2023-09-30; rank by mean daily traded value (6725897911 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2023/SEP/cm30SEP2023bhav.csv.zip,
liquid-2023-09-30,2023-09-30,INE415G01027,RVNL,Rail Vikas Nigam Limited,,traded EQ every one of 60 sessions to 2023-09-30; rank by mean daily traded value (6145688109 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2023/SEP/cm30SEP2023bhav.csv.zip,
liquid-2023-09-30,2023-09-30,INE249Z01012,MAZDOCK,Mazagon Dock Shipbuilders Limited,,traded EQ every one of 60 sessions to 2023-09-30; rank by mean daily traded value (5984842448 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2023/SEP/cm30SEP2023bhav.csv.zip,
liquid-2023-09-30,2023-09-30,INE020B01018,RECLTD,REC Limited,,traded EQ every one of 60 sessions to 2023-09-30; rank by mean daily traded value (5462291667 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2023/SEP/cm30SEP2023bhav.csv.zip,
liquid-2023-09-30,2023-09-30,INE154A01025,ITC,ITC Limited,,traded EQ every one of 60 sessions to 2023-09-30; rank by mean daily traded value (5210723428 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2023/SEP/cm30SEP2023bhav.csv.zip,
liquid-2023-09-30,2023-09-30,INE585B01010,MARUTI,Maruti Suzuki India Limited,,traded EQ every one of 60 sessions to 2023-09-30; rank by mean daily traded value (5181800044 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2023/SEP/cm30SEP2023bhav.csv.zip,
liquid-2023-09-30,2023-09-30,INE018A01030,LT,Larsen & Toubro Limited,,traded EQ every one of 60 sessions to 2023-09-30; rank by mean daily traded value (5172840559 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2023/SEP/cm30SEP2023bhav.csv.zip,
liquid-2023-09-30,2023-09-30,INE814H01011,ADANIPOWER,Adani Power Limited,,traded EQ every one of 60 sessions to 2023-09-30; rank by mean daily traded value (5137581470 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2023/SEP/cm30SEP2023bhav.csv.zip,
liquid-2023-09-30,2023-09-30,INE742F01042,ADANIPORTS,Adani Ports and Special Economic Zone Limited,,traded EQ every one of 60 sessions to 2023-09-30; rank by mean daily traded value (5075386711 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2023/SEP/cm30SEP2023bhav.csv.zip,
liquid-2023-09-30,2023-09-30,INE134E01011,PFC,Power Finance Corporation Limited,,traded EQ every one of 60 sessions to 2023-09-30; rank by mean daily traded value (4677699527 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2023/SEP/cm30SEP2023bhav.csv.zip,
liquid-2023-09-30,2023-09-30,INE081A01020,TATASTEEL,Tata Steel Limited,,traded EQ every one of 60 sessions to 2023-09-30; rank by mean daily traded value (4589838957 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2023/SEP/cm30SEP2023bhav.csv.zip,
liquid-2023-09-30,2023-09-30,INE101A01026,M&M,Mahindra & Mahindra Limited,,traded EQ every one of 60 sessions to 2023-09-30; rank by mean daily traded value (4553725197 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2023/SEP/cm30SEP2023bhav.csv.zip,
