cohort_id,as_of_date,isin,nse_symbol,issuer_name,sector,selection_reason,source_url,source_hash
liquid-2024-03-31,2024-03-31,INE002A01018,RELIANCE,Reliance Industries Limited,,traded EQ every one of 60 sessions to 2024-03-31; rank by mean daily traded value (17095733496 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2024/MAR/cm31MAR2024bhav.csv.zip,
liquid-2024-03-31,2024-03-31,INE053F01010,IRFC,,,traded EQ every one of 60 sessions to 2024-03-31; rank by mean daily traded value (14976623866 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2024/MAR/cm31MAR2024bhav.csv.zip,
liquid-2024-03-31,2024-03-31,INE758E01017,JIOFIN,Jio Financial Services Limited,,traded EQ every one of 60 sessions to 2024-03-31; rank by mean daily traded value (14434724069 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2024/MAR/cm31MAR2024bhav.csv.zip,
liquid-2024-03-31,2024-03-31,INE848E01016,NHPC,NHPC Limited,,traded EQ every one of 60 sessions to 2024-03-31; rank by mean daily traded value (12801272141 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2024/MAR/cm31MAR2024bhav.csv.zip,
liquid-2024-03-31,2024-03-31,INE155A01022,TATAMOTORS,Tata Motors Passenger Vehicles Limited,,traded EQ every one of 60 sessions to 2024-03-31; rank by mean daily traded value (10841480086 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2024/MAR/cm31MAR2024bhav.csv.zip,
liquid-2024-03-31,2024-03-31,INE009A01021,INFY,Infosys Limited,,traded EQ every one of 60 sessions to 2024-03-31; rank by mean daily traded value (10665769115 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2024/MAR/cm31MAR2024bhav.csv.zip,
liquid-2024-03-31,2024-03-31,INE467B01029,TCS,Tata Consultancy Services Limited,,traded EQ every one of 60 sessions to 2024-03-31; rank by mean daily traded value (9748551813 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2024/MAR/cm31MAR2024bhav.csv.zip,
liquid-2024-03-31,2024-03-31,INE758T01015,ZOMATO,ETERNAL LIMITED,,traded EQ every one of 60 sessions to 2024-03-31; rank by mean daily traded value (9533721333 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2024/MAR/cm31MAR2024bhav.csv.zip,
liquid-2024-03-31,2024-03-31,INE296A01024,BAJFINANCE,Bajaj Finance Limited,,traded EQ every one of 60 sessions to 2024-03-31; rank by mean daily traded value (9398608912 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2024/MAR/cm31MAR2024bhav.csv.zip,
liquid-2024-03-31,2024-03-31,INE257A01026,BHEL,Bharat Heavy Electricals Limited,,traded EQ every one of 60 sessions to 2024-03-31; rank by mean daily traded value (8811141678 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2024/MAR/cm31MAR2024bhav.csv.zip,
liquid-2024-03-31,2024-03-31,INE018A01030,LT,Larsen & Toubro Limited,,traded EQ every one of 60 sessions to 2024-03-31; rank by mean daily traded value (8689517954 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2024/MAR/cm31MAR2024bhav.csv.zip,
liquid-2024-03-31,2024-03-31,INE154A01025,ITC,ITC Limited,,traded EQ every one of 60 sessions to 2024-03-31; rank by mean daily traded value (8066449876 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2024/MAR/cm31MAR2024bhav.csv.zip,
liquid-2024-03-31,2024-03-31,INE415G01027,RVNL,Rail Vikas Nigam Limited,,traded EQ every one of 60 sessions to 2024-03-31; rank by mean daily traded value (7966184602 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2024/MAR/cm31MAR2024bhav.csv.zip,
liquid-2024-03-31,2024-03-31,INE245A01021,TATAPOWER,Tata Power Company Limited,,traded EQ every one of 60 sessions to 2024-03-31; rank by mean daily traded value (7393640104 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2024/MAR/cm31MAR2024bhav.csv.zip,
liquid-2024-03-31,2024-03-31,INE081A01020,TATASTEEL,Tata Steel Limited,,traded EQ every one of 60 sessions to 2024-03-31; rank by mean daily traded value (7245606009 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2024/MAR/cm31MAR2024bhav.csv.zip,
liquid-2024-03-31,2024-03-31,INE423A01024,ADANIENT,Adani Enterprises Limited,,traded EQ every one of 60 sessions to 2024-03-31; rank by mean daily traded value (7224753634 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2024/MAR/cm31MAR2024bhav.csv.zip,
liquid-2024-03-31,2024-03-31,INE397D01024,BHARTIARTL,Bharti Airtel Limited,,traded EQ every one of 60 sessions to 2024-03-31; rank by mean daily traded value (7010570392 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2024/MAR/cm31MAR2024bhav.csv.zip,
liquid-2024-03-31,2024-03-31,INE002L01015,SJVN,SJVN Limited,,traded EQ every one of 60 sessions to 2024-03-31; rank by mean daily traded value (6928546087 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2024/MAR/cm31MAR2024bhav.csv.zip,
liquid-2024-03-31,2024-03-31,INE256A01028,ZEEL,Zee Entertainment Enterprises Limited,,traded EQ every one of 60 sessions to 2024-03-31; rank by mean daily traded value (6891889421 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2024/MAR/cm31MAR2024bhav.csv.zip,
liquid-2024-03-31,2024-03-31,INE020B01018,RECLTD,REC Limited,,traded EQ every one of 60 sessions to 2024-03-31; rank by mean daily traded value (6356236378 INR),https://nsearchives.nseindia.com/content/historical/EQUITIES/2024/MAR/cm31MAR2024bhav.csv.zip,
